Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Datetime,,,,,
2025-06-23 04:51:00+00:00,1582.4000244140625,1582.800048828125,1581.199951171875,1581.5,37582
2025-06-23 04:53:00+00:00,1582.9000244140625,1582.9000244140625,1581.0,1582.699951171875,29600
2025-06-23 04:55:00+00:00,1583.300048828125,1583.5,1582.5999755859375,1582.800048828125,48949
2025-06-23 04:57:00+00:00,1584.0,1584.9000244140625,1583.199951171875,1583.300048828125,51662
2025-06-23 04:59:00+00:00,1584.4000244140625,1584.5,1583.199951171875,1583.800048828125,21253
2025-06-23 05:01:00+00:00,1584.5,1584.5,1583.0999755859375,1583.5,25806
2025-06-23 05:03:00+00:00,1584.199951171875,1584.800048828125,1583.5999755859375,1584.5,23925
2025-06-23 05:05:00+00:00,1584.0,1584.300048828125,1583.0999755859375,1584.199951171875,19970
2025-06-23 05:07:00+00:00,1584.0,1584.0,1581.0,1583.0999755859375,43829
2025-06-23 05:09:00+00:00,1584.5999755859375,1585.0,1583.9000244140625,1584.0,27386
2025-06-23 05:11:00+00:00,1585.9000244140625,1586.0,1584.0999755859375,1584.0999755859375,29593
2025-06-23 05:13:00+00:00,1585.5,1586.300048828125,1585.0999755859375,1586.0,22339
2025-06-23 05:15:00+00:00,1587.0999755859375,1587.0999755859375,1585.5,1585.5,28679
2025-06-23 05:17:00+00:00,1588.199951171875,1589.0,1587.5999755859375,1587.9000244140625,44924
2025-06-23 05:19:00+00:00,1587.5999755859375,1589.0,1587.0999755859375,1588.0,37649
2025-06-23 05:21:00+00:00,1587.9000244140625,1589.0,1587.5,1588.0,33923
2025-06-23 05:23:00+00:00,1585.199951171875,1587.9000244140625,1585.199951171875,1587.9000244140625,33958
2025-06-23 05:25:00+00:00,1585.300048828125,1586.699951171875,1585.0,1586.0,23975
2025-06-23 05:27:00+00:00,1585.5,1586.199951171875,1584.9000244140625,1585.300048828125,20376
2025-06-23 05:29:00+00:00,1585.199951171875,1586.0,1584.9000244140625,1585.5,13438
2025-06-23 05:31:00+00:00,1585.9000244140625,1586.0,1584.0,1585.199951171875,18088
2025-06-23 05:33:00+00:00,1583.800048828125,1586.0,1583.5,1585.5,27297
2025-06-23 05:35:00+00:00,1581.699951171875,1584.199951171875,1581.5,1583.9000244140625,24912
2025-06-23 05:37:00+00:00,1583.0,1583.199951171875,1581.5999755859375,1581.5999755859375,20452
2025-06-23 05:39:00+00:00,1581.5999755859375,1583.9000244140625,1581.5,1583.0,33339
2025-06-23 05:41:00+00:00,1582.9000244140625,1583.0,1581.5999755859375,1581.699951171875,13368
2025-06-23 05:43:00+00:00,1582.800048828125,1583.0999755859375,1582.300048828125,1582.9000244140625,21507
2025-06-23 05:45:00+00:00,1584.699951171875,1584.800048828125,1582.800048828125,1582.800048828125,24489
2025-06-23 05:47:00+00:00,1585.9000244140625,1586.0,1584.699951171875,1584.699951171875,31779
2025-06-23 05:49:00+00:00,1586.5,1586.5,1585.5999755859375,1585.800048828125,29044
2025-06-23 05:51:00+00:00,1587.5999755859375,1588.4000244140625,1586.0,1586.5,25646
2025-06-23 05:53:00+00:00,1587.9000244140625,1588.699951171875,1587.0,1588.0,24833
2025-06-23 05:55:00+00:00,1587.4000244140625,1588.199951171875,1586.699951171875,1587.800048828125,53984
2025-06-23 05:57:00+00:00,1588.0,1588.300048828125,1586.4000244140625,1587.0,52985
2025-06-23 05:59:00+00:00,1587.199951171875,1588.0,1586.5999755859375,1588.0,22453
2025-06-23 06:01:00+00:00,1587.5,1587.5999755859375,1586.5,1587.300048828125,30791
2025-06-23 06:03:00+00:00,1587.5,1588.199951171875,1587.0999755859375,1587.5,42029
2025-06-23 06:05:00+00:00,1585.0,1587.9000244140625,1584.5,1587.5999755859375,20265
2025-06-23 06:07:00+00:00,1586.300048828125,1586.5,1584.5,1585.0,11635
2025-06-23 06:09:00+00:00,1586.0,1586.0999755859375,1584.800048828125,1585.5999755859375,19865
2025-06-23 06:11:00+00:00,1586.199951171875,1586.699951171875,1585.5,1586.0,9378
2025-06-23 06:13:00+00:00,1584.0,1586.800048828125,1584.0,1586.5999755859375,20341
2025-06-23 06:15:00+00:00,1584.0999755859375,1584.800048828125,1583.5,1584.5999755859375,60007
2025-06-23 06:17:00+00:00,1585.0999755859375,1585.199951171875,1583.0999755859375,1583.5,40229
2025-06-23 06:19:00+00:00,1585.199951171875,1585.5,1584.5,1585.0999755859375,29437
2025-06-23 06:21:00+00:00,1583.9000244140625,1585.300048828125,1583.5,1585.199951171875,22585
2025-06-23 06:23:00+00:00,1582.9000244140625,1583.800048828125,1582.0999755859375,1583.5,17420
2025-06-23 06:25:00+00:00,1582.4000244140625,1583.4000244140625,1582.0,1582.800048828125,19624
2025-06-23 06:27:00+00:00,1582.800048828125,1583.199951171875,1582.0999755859375,1582.0999755859375,15814
2025-06-23 06:29:00+00:00,1583.5999755859375,1583.800048828125,1582.0999755859375,1582.699951171875,35614
2025-06-23 06:31:00+00:00,1584.800048828125,1584.9000244140625,1583.0,1583.699951171875,18886
2025-06-23 06:33:00+00:00,1584.300048828125,1584.800048828125,1583.699951171875,1584.800048828125,10222
2025-06-23 06:35:00+00:00,1584.300048828125,1585.0,1584.0,1584.300048828125,26749
2025-06-23 06:37:00+00:00,1584.9000244140625,1585.5,1584.0,1584.699951171875,14681
2025-06-23 06:39:00+00:00,1585.0,1585.0999755859375,1583.9000244140625,1584.9000244140625,36415
2025-06-23 06:41:00+00:00,1584.800048828125,1585.4000244140625,1584.4000244140625,1584.9000244140625,22913
2025-06-23 06:43:00+00:00,1584.5,1585.0999755859375,1584.5,1584.699951171875,26149
2025-06-23 06:45:00+00:00,1584.699951171875,1585.300048828125,1584.4000244140625,1584.5,15835
2025-06-23 06:47:00+00:00,1584.5999755859375,1585.0,1584.0999755859375,1584.699951171875,23779
2025-06-23 06:49:00+00:00,1584.5999755859375,1584.800048828125,1584.0,1584.4000244140625,12157
2025-06-23 06:51:00+00:00,1584.5,1584.800048828125,1584.0,1584.5999755859375,5311
2025-06-23 06:53:00+00:00,1584.800048828125,1585.0,1584.300048828125,1584.9000244140625,22986
2025-06-23 06:55:00+00:00,1585.199951171875,1585.199951171875,1584.0,1584.4000244140625,45019
2025-06-23 06:57:00+00:00,1584.800048828125,1585.300048828125,1584.0999755859375,1585.0999755859375,33632
2025-06-23 06:59:00+00:00,1585.0999755859375,1585.199951171875,1584.0999755859375,1584.699951171875,24550
2025-06-23 07:01:00+00:00,1585.300048828125,1586.5,1585.0,1585.0999755859375,20814
2025-06-23 07:03:00+00:00,1585.199951171875,1585.9000244140625,1585.0,1585.300048828125,14974
2025-06-23 07:05:00+00:00,1584.4000244140625,1585.300048828125,1584.300048828125,1585.199951171875,13892
2025-06-23 07:07:00+00:00,1584.800048828125,1585.0999755859375,1584.0,1584.4000244140625,13137
2025-06-23 07:09:00+00:00,1585.199951171875,1585.5,1584.0,1584.800048828125,31772
2025-06-23 07:11:00+00:00,1585.9000244140625,1585.9000244140625,1584.699951171875,1585.199951171875,18755
2025-06-23 07:13:00+00:00,1585.9000244140625,1585.9000244140625,1585.199951171875,1585.9000244140625,15738
2025-06-23 07:15:00+00:00,1584.699951171875,1585.9000244140625,1584.5,1585.199951171875,15870
2025-06-23 07:17:00+00:00,1582.699951171875,1584.800048828125,1582.199951171875,1584.5,32001
2025-06-23 07:19:00+00:00,1583.0,1583.800048828125,1582.5999755859375,1582.699951171875,19472
2025-06-23 07:21:00+00:00,1583.0999755859375,1583.800048828125,1582.5999755859375,1582.9000244140625,15161
2025-06-23 07:23:00+00:00,1583.5,1583.9000244140625,1583.0999755859375,1583.5999755859375,7166
2025-06-23 07:25:00+00:00,1583.300048828125,1583.699951171875,1582.699951171875,1583.699951171875,14781
2025-06-23 07:27:00+00:00,1582.699951171875,1583.9000244140625,1582.699951171875,1583.300048828125,10000
2025-06-23 07:29:00+00:00,1582.800048828125,1583.4000244140625,1582.5,1583.300048828125,21022
2025-06-23 07:31:00+00:00,1583.0999755859375,1583.4000244140625,1582.199951171875,1582.800048828125,18606
2025-06-23 07:33:00+00:00,1583.199951171875,1583.9000244140625,1582.800048828125,1583.4000244140625,14647
2025-06-23 07:35:00+00:00,1583.4000244140625,1583.699951171875,1582.5999755859375,1583.199951171875,15846
2025-06-23 07:37:00+00:00,1583.0,1583.4000244140625,1582.5999755859375,1583.4000244140625,8294
2025-06-23 07:39:00+00:00,1583.4000244140625,1583.4000244140625,1582.300048828125,1583.0,20675
2025-06-23 07:41:00+00:00,1583.800048828125,1584.0,1583.0,1583.4000244140625,9378
2025-06-23 07:43:00+00:00,1584.199951171875,1584.300048828125,1583.5,1583.9000244140625,20481
2025-06-23 07:45:00+00:00,1585.5,1585.5,1584.0999755859375,1584.4000244140625,20779
2025-06-23 07:47:00+00:00,1586.4000244140625,1586.4000244140625,1585.800048828125,1585.9000244140625,36273
2025-06-23 07:49:00+00:00,1585.5,1586.4000244140625,1585.300048828125,1586.4000244140625,30002
2025-06-23 07:51:00+00:00,1587.300048828125,1588.5999755859375,1586.300048828125,1586.699951171875,97107
2025-06-23 07:53:00+00:00,1588.699951171875,1589.0,1587.5,1587.9000244140625,36943
2025-06-23 07:55:00+00:00,1589.5,1590.4000244140625,1588.300048828125,1589.0,58794
2025-06-23 07:57:00+00:00,1591.300048828125,1591.300048828125,1589.5,1589.5,61103
2025-06-23 07:59:00+00:00,1591.0999755859375,1591.4000244140625,1591.0999755859375,1591.4000244140625,28923
2025-06-23 08:01:00+00:00,1591.4000244140625,1591.9000244140625,1591.0999755859375,1591.0999755859375,33401
2025-06-23 08:03:00+00:00,1590.5,1591.9000244140625,1590.4000244140625,1591.800048828125,25441
2025-06-23 08:05:00+00:00,1590.5,1591.800048828125,1590.199951171875,1590.800048828125,37579
2025-06-23 08:07:00+00:00,1591.0999755859375,1591.5,1590.0,1590.5,24122
2025-06-23 08:09:00+00:00,1591.9000244140625,1593.0,1591.300048828125,1591.5,30384
2025-06-23 08:11:00+00:00,1591.199951171875,1592.5,1591.199951171875,1591.699951171875,18409
2025-06-23 08:13:00+00:00,1591.199951171875,1592.0,1590.699951171875,1591.5999755859375,10984
2025-06-23 08:15:00+00:00,1591.5,1592.0,1590.9000244140625,1591.199951171875,18626
2025-06-23 08:17:00+00:00,1590.0,1591.5,1589.5,1591.5,17527
2025-06-23 08:19:00+00:00,1589.0999755859375,1590.699951171875,1589.0,1590.0,21764
2025-06-23 08:21:00+00:00,1589.199951171875,1590.699951171875,1589.0,1589.0999755859375,14934
2025-06-23 08:23:00+00:00,1589.5,1589.9000244140625,1588.300048828125,1589.300048828125,23094
2025-06-23 08:25:00+00:00,1589.9000244140625,1590.199951171875,1588.9000244140625,1589.0999755859375,10289
2025-06-23 08:27:00+00:00,1588.699951171875,1589.800048828125,1588.4000244140625,1589.5999755859375,6581
2025-06-23 08:29:00+00:00,1590.0,1590.5,1588.5,1588.699951171875,37903
2025-06-23 08:31:00+00:00,1591.5,1591.699951171875,1589.5,1590.199951171875,26202
2025-06-23 08:33:00+00:00,1591.199951171875,1591.800048828125,1590.0999755859375,1591.699951171875,17440
2025-06-23 08:35:00+00:00,1590.5,1592.0,1590.300048828125,1591.199951171875,15048
2025-06-23 08:37:00+00:00,1589.0999755859375,1590.4000244140625,1589.0,1590.4000244140625,29783
2025-06-23 08:39:00+00:00,1589.199951171875,1590.5,1589.199951171875,1589.800048828125,37660
2025-06-23 08:41:00+00:00,1589.0999755859375,1590.0,1589.0,1589.699951171875,7941
2025-06-23 08:43:00+00:00,1588.9000244140625,1589.0999755859375,1588.0999755859375,1589.0999755859375,13320
2025-06-23 08:45:00+00:00,1588.699951171875,1589.0,1587.300048828125,1588.0,34668
2025-06-23 08:47:00+00:00,1587.9000244140625,1588.800048828125,1587.199951171875,1588.699951171875,8313
2025-06-23 08:49:00+00:00,1586.0,1587.800048828125,1585.800048828125,1587.800048828125,23151
2025-06-23 08:51:00+00:00,1585.9000244140625,1586.199951171875,1585.5,1586.199951171875,9893
2025-06-23 08:53:00+00:00,1585.9000244140625,1586.300048828125,1585.5,1585.699951171875,17513
2025-06-23 08:55:00+00:00,1585.5,1586.4000244140625,1584.800048828125,1585.800048828125,32700
2025-06-23 08:57:00+00:00,1587.0999755859375,1587.199951171875,1584.800048828125,1585.300048828125,22084
2025-06-23 08:59:00+00:00,1586.0,1587.5,1586.0,1587.199951171875,13745
2025-06-23 09:01:00+00:00,1587.4000244140625,1588.0,1585.9000244140625,1586.0999755859375,55877
2025-06-23 09:03:00+00:00,1588.199951171875,1588.5999755859375,1587.0999755859375,1587.5999755859375,26272
2025-06-23 09:05:00+00:00,1588.0,1588.699951171875,1587.699951171875,1588.199951171875,37203
2025-06-23 09:07:00+00:00,1588.0,1588.5,1587.5,1588.0,15824
2025-06-23 09:09:00+00:00,1588.199951171875,1588.800048828125,1588.0,1588.199951171875,32090
2025-06-23 09:11:00+00:00,1588.0999755859375,1588.5,1587.9000244140625,1588.0999755859375,28419
2025-06-23 09:13:00+00:00,1588.199951171875,1588.5,1586.5999755859375,1588.0999755859375,45255
2025-06-23 09:15:00+00:00,1587.0,1588.5,1587.0,1588.0999755859375,43831
2025-06-23 09:17:00+00:00,1584.5,1587.4000244140625,1584.4000244140625,1587.300048828125,29146
2025-06-23 09:19:00+00:00,1585.4000244140625,1585.5,1584.199951171875,1584.4000244140625,35481
2025-06-23 09:21:00+00:00,1585.0,1585.4000244140625,1584.0,1585.4000244140625,33727
2025-06-23 09:23:00+00:00,1584.5999755859375,1585.800048828125,1584.0999755859375,1585.0999755859375,38445
2025-06-23 09:25:00+00:00,1585.0,1585.0999755859375,1584.0999755859375,1584.5,26433
2025-06-23 09:27:00+00:00,1585.199951171875,1585.5,1583.699951171875,1585.0999755859375,48787
2025-06-23 09:29:00+00:00,1584.800048828125,1585.4000244140625,1584.0999755859375,1585.0,50793
2025-06-23 09:31:00+00:00,1584.5,1585.699951171875,1584.0999755859375,1584.800048828125,49659
2025-06-23 09:33:00+00:00,1584.300048828125,1584.9000244140625,1584.300048828125,1584.5,66509
2025-06-23 09:35:00+00:00,1583.199951171875,1584.699951171875,1583.0999755859375,1584.300048828125,89452
2025-06-23 09:37:00+00:00,1584.0,1584.5,1582.199951171875,1583.199951171875,74525
2025-06-23 09:39:00+00:00,1584.199951171875,1585.0,1583.5,1584.199951171875,92628
2025-06-23 09:41:00+00:00,1583.699951171875,1584.4000244140625,1583.300048828125,1584.199951171875,59541
2025-06-23 09:43:00+00:00,1584.800048828125,1584.800048828125,1583.5,1583.699951171875,95771
2025-06-23 09:45:00+00:00,1584.300048828125,1584.300048828125,1583.300048828125,1584.0999755859375,104407
2025-06-23 09:47:00+00:00,1583.5999755859375,1584.699951171875,1583.300048828125,1584.4000244140625,78241
2025-06-23 09:49:00+00:00,1583.300048828125,1583.9000244140625,1583.0,1583.699951171875,112482
2025-06-23 09:51:00+00:00,1583.4000244140625,1583.800048828125,1583.0999755859375,1583.4000244140625,74058
2025-06-23 09:53:00+00:00,1584.5999755859375,1584.800048828125,1583.0999755859375,1583.5999755859375,139712
2025-06-23 09:55:00+00:00,1583.9000244140625,1585.5,1583.5999755859375,1584.5,264267
2025-06-23 09:57:00+00:00,1584.5999755859375,1585.5,1581.699951171875,1583.800048828125,266378
2025-06-23 09:59:00+00:00,1584.800048828125,1584.800048828125,1583.5,1584.5999755859375,20298
2025-06-24 03:45:00+00:00,1598.0999755859375,1604.300048828125,1597.0999755859375,1603.0,277538
2025-06-24 03:47:00+00:00,1598.4000244140625,1600.800048828125,1597.300048828125,1598.0999755859375,101587
2025-06-24 03:49:00+00:00,1596.9000244140625,1598.699951171875,1596.5,1598.4000244140625,53555
2025-06-24 03:51:00+00:00,1596.0,1597.0,1596.0,1596.9000244140625,56439
2025-06-24 03:53:00+00:00,1594.9000244140625,1596.0,1594.800048828125,1595.5999755859375,78740
2025-06-24 03:55:00+00:00,1595.199951171875,1596.0,1594.4000244140625,1594.800048828125,49809
2025-06-24 03:57:00+00:00,1592.0,1594.5,1592.0,1594.5,53666
2025-06-24 03:59:00+00:00,1591.800048828125,1592.300048828125,1590.0999755859375,1592.199951171875,68327
2025-06-24 04:01:00+00:00,1592.0,1592.0,1590.5,1591.5,41207
2025-06-24 04:03:00+00:00,1593.0,1593.0,1592.0,1592.0,25658
2025-06-24 04:05:00+00:00,1591.0,1592.5999755859375,1591.0,1592.5,38008
2025-06-24 04:07:00+00:00,1590.9000244140625,1590.9000244140625,1589.199951171875,1590.5,41980
2025-06-24 04:09:00+00:00,1590.800048828125,1592.0,1590.699951171875,1590.9000244140625,19539
2025-06-24 04:11:00+00:00,1589.9000244140625,1590.4000244140625,1588.199951171875,1590.300048828125,39202
2025-06-24 04:13:00+00:00,1588.5,1590.800048828125,1587.199951171875,1589.9000244140625,23367
2025-06-24 04:15:00+00:00,1587.300048828125,1589.300048828125,1586.699951171875,1588.5,30897
2025-06-24 04:17:00+00:00,1585.9000244140625,1589.800048828125,1585.800048828125,1586.9000244140625,60523
2025-06-24 04:19:00+00:00,1590.300048828125,1590.699951171875,1585.5,1585.5,30412
2025-06-24 04:21:00+00:00,1591.0,1591.699951171875,1590.0,1590.5999755859375,26239
2025-06-24 04:23:00+00:00,1592.199951171875,1592.199951171875,1589.300048828125,1591.0,17637
2025-06-24 04:25:00+00:00,1593.800048828125,1593.9000244140625,1591.0999755859375,1592.0,35280
2025-06-24 04:27:00+00:00,1595.0,1596.0,1593.4000244140625,1593.4000244140625,63961
2025-06-24 04:29:00+00:00,1595.5999755859375,1595.699951171875,1594.0999755859375,1595.0,27038
2025-06-24 04:31:00+00:00,1596.0,1596.0,1593.5,1595.0,35482
2025-06-24 04:33:00+00:00,1595.199951171875,1596.5999755859375,1594.699951171875,1596.0,50145
2025-06-24 04:35:00+00:00,1595.5,1595.699951171875,1595.0,1595.4000244140625,23550
2025-06-24 04:37:00+00:00,1594.5999755859375,1595.5,1594.0999755859375,1595.5,28127
2025-06-24 04:39:00+00:00,1596.699951171875,1596.699951171875,1594.800048828125,1594.800048828125,42016
2025-06-24 04:41:00+00:00,1597.5,1597.9000244140625,1596.5999755859375,1596.5999755859375,46433
2025-06-24 04:43:00+00:00,1598.5,1598.699951171875,1597.0,1597.4000244140625,40475
2025-06-24 04:45:00+00:00,1598.5999755859375,1599.0,1597.300048828125,1598.5,36075
2025-06-24 04:47:00+00:00,1599.800048828125,1600.0,1598.0999755859375,1598.0999755859375,50066
2025-06-24 04:49:00+00:00,1598.5999755859375,1599.9000244140625,1598.5,1599.800048828125,35961
2025-06-24 04:51:00+00:00,1598.9000244140625,1599.5999755859375,1598.0,1598.800048828125,37380
2025-06-24 04:53:00+00:00,1599.199951171875,1600.0,1599.0999755859375,1599.4000244140625,26263
2025-06-24 04:55:00+00:00,1599.5,1599.699951171875,1598.5,1599.0999755859375,22970
2025-06-24 04:57:00+00:00,1600.5999755859375,1600.5999755859375,1599.5,1599.5999755859375,42381
2025-06-24 04:59:00+00:00,1600.4000244140625,1602.0,1600.199951171875,1600.699951171875,82289
2025-06-24 05:01:00+00:00,1600.199951171875,1601.300048828125,1599.9000244140625,1600.800048828125,28785
2025-06-24 05:03:00+00:00,1599.0,1601.0999755859375,1599.0,1600.5999755859375,32289
2025-06-24 05:05:00+00:00,1599.4000244140625,1599.4000244140625,1596.9000244140625,1599.0,46035
2025-06-24 05:07:00+00:00,1598.800048828125,1599.800048828125,1598.0999755859375,1599.199951171875,21155
2025-06-24 05:09:00+00:00,1598.699951171875,1599.4000244140625,1597.5,1598.5999755859375,26492
2025-06-24 05:11:00+00:00,1596.4000244140625,1598.300048828125,1594.800048828125,1598.300048828125,47913
2025-06-24 05:13:00+00:00,1598.0,1598.0,1595.4000244140625,1596.0,25945
2025-06-24 05:15:00+00:00,1598.300048828125,1598.5,1597.5,1598.0,21726
2025-06-24 05:17:00+00:00,1598.199951171875,1598.699951171875,1597.699951171875,1598.300048828125,31477
2025-06-24 05:19:00+00:00,1593.699951171875,1598.0999755859375,1593.699951171875,1598.0999755859375,42210
2025-06-24 05:21:00+00:00,1596.199951171875,1596.5,1593.199951171875,1593.199951171875,33988
2025-06-24 05:23:00+00:00,1597.300048828125,1597.4000244140625,1595.5,1596.5,18311
2025-06-24 05:25:00+00:00,1597.199951171875,1597.4000244140625,1595.800048828125,1597.199951171875,21263
2025-06-24 05:27:00+00:00,1597.5999755859375,1598.0999755859375,1596.4000244140625,1597.199951171875,23562
2025-06-24 05:29:00+00:00,1596.5,1597.9000244140625,1596.5,1597.699951171875,15125
2025-06-24 05:31:00+00:00,1596.0,1596.699951171875,1595.699951171875,1595.699951171875,12596
2025-06-24 05:33:00+00:00,1596.699951171875,1597.0,1595.9000244140625,1596.0,16838
2025-06-24 05:35:00+00:00,1597.5,1598.0,1596.5,1596.699951171875,25010
2025-06-24 05:37:00+00:00,1597.199951171875,1599.0,1596.699951171875,1597.699951171875,26396
2025-06-24 05:39:00+00:00,1596.4000244140625,1597.4000244140625,1595.5,1597.199951171875,19359
2025-06-24 05:41:00+00:00,1596.9000244140625,1596.9000244140625,1595.300048828125,1596.4000244140625,15124
2025-06-24 05:43:00+00:00,1596.4000244140625,1597.4000244140625,1596.0,1596.5,10460
2025-06-24 05:45:00+00:00,1597.0999755859375,1598.199951171875,1596.4000244140625,1596.4000244140625,17768
2025-06-24 05:47:00+00:00,1594.5999755859375,1597.0999755859375,1594.0999755859375,1597.0999755859375,20537
2025-06-24 05:49:00+00:00,1594.5999755859375,1594.9000244140625,1594.4000244140625,1594.800048828125,12801
2025-06-24 05:51:00+00:00,1595.5,1595.5,1594.5999755859375,1594.5999755859375,2674
2025-06-24 05:53:00+00:00,1595.300048828125,1595.699951171875,1594.0999755859375,1595.4000244140625,20989
2025-06-24 05:55:00+00:00,1596.5,1596.5,1594.699951171875,1595.300048828125,11811
2025-06-24 05:57:00+00:00,1595.800048828125,1596.9000244140625,1595.300048828125,1596.5,9446
2025-06-24 05:59:00+00:00,1595.4000244140625,1596.699951171875,1595.199951171875,1595.699951171875,14440
2025-06-24 06:01:00+00:00,1595.9000244140625,1596.300048828125,1594.5,1595.199951171875,14724
2025-06-24 06:03:00+00:00,1598.0999755859375,1598.5,1595.9000244140625,1595.9000244140625,26800
2025-06-24 06:05:00+00:00,1599.4000244140625,1599.9000244140625,1597.4000244140625,1597.699951171875,31002
2025-06-24 06:07:00+00:00,1598.199951171875,1599.300048828125,1598.0,1599.300048828125,12150
2025-06-24 06:09:00+00:00,1599.699951171875,1599.800048828125,1597.9000244140625,1598.699951171875,13828
2025-06-24 06:11:00+00:00,1599.5,1600.9000244140625,1599.0,1599.800048828125,31427
2025-06-24 06:13:00+00:00,1598.9000244140625,1599.4000244140625,1597.800048828125,1599.300048828125,18721
2025-06-24 06:15:00+00:00,1598.300048828125,1599.4000244140625,1597.5,1598.9000244140625,10621
2025-06-24 06:17:00+00:00,1597.5999755859375,1598.300048828125,1597.4000244140625,1598.300048828125,9480
2025-06-24 06:19:00+00:00,1597.5999755859375,1598.300048828125,1597.0999755859375,1598.0,10266
2025-06-24 06:21:00+00:00,1597.9000244140625,1598.699951171875,1597.5,1597.5,10469
2025-06-24 06:23:00+00:00,1598.199951171875,1598.5,1597.0999755859375,1597.5999755859375,17491
2025-06-24 06:25:00+00:00,1599.9000244140625,1599.9000244140625,1597.699951171875,1598.199951171875,14899
2025-06-24 06:27:00+00:00,1599.4000244140625,1600.0,1598.5,1599.800048828125,16894
2025-06-24 06:29:00+00:00,1599.199951171875,1600.0,1598.699951171875,1599.5,19204
2025-06-24 06:31:00+00:00,1599.5,1599.699951171875,1599.0,1599.699951171875,16416
2025-06-24 06:33:00+00:00,1599.5,1599.5,1599.0,1599.5,9482
2025-06-24 06:35:00+00:00,1599.800048828125,1599.9000244140625,1599.0999755859375,1599.5,22770
2025-06-24 06:37:00+00:00,1599.4000244140625,1600.300048828125,1598.5,1599.800048828125,67443
2025-06-24 06:39:00+00:00,1600.699951171875,1601.0,1599.0999755859375,1599.4000244140625,17397
2025-06-24 06:41:00+00:00,1602.4000244140625,1602.9000244140625,1600.199951171875,1600.5,43480
2025-06-24 06:43:00+00:00,1602.0,1602.800048828125,1601.5999755859375,1602.4000244140625,16170
